8.wav
0,1.3746,1
1.3746,0.57191,1
1.9465,0.050167,2
1.9967,2.0167,1
4.0134,0.040134,2
4.0535,2.3278,1
6.3813,0.010033,2
6.3913,0.020067,1
6.4114,0.43144,2
6.8428,0.040134,1
6.8829,0.13043,2
7.0134,0.11037,1
7.1237,0.040134,2
7.1639,0.19064,1
7.3545,0.010033,2
7.3645,0.070234,1
7.4348,0.020067,2
7.4548,1.8361,1
9.291,0.49164,2
9.7826,0.050167,1
9.8328,0.010033,2
9.8428,0.010033,1
9.8528,0.010033,2
9.8629,0.1505,1
10.013,0.050167,2
10.064,0.14047,1
10.204,0.020067,2
10.224,2.1271,1
12.351,0.34114,2
12.692,0.010033,1
12.702,0.45151,2
13.154,0.010033,1
13.164,0.040134,1
13.204,0.010033,2
13.214,1.7659,1
14.98,0,2
14.98,0,1
