20.wav
0,0.1505,1
0.1505,0.010033,2
0.16054,0.10033,1
0.26087,0.010033,2
0.2709,0.77258,1
1.0435,0.17057,2
1.214,0.040134,1
1.2542,0.10033,2
1.3545,0.11037,1
1.4649,0.25084,2
1.7157,0.25084,1
1.9666,0.1505,2
2.1171,0.010033,1
2.1271,0.22074,2
2.3478,0.050167,1
2.398,0.020067,2
2.4181,0.060201,1
2.4783,0.090301,2
2.5686,0.23077,1
2.7993,0.10033,1
2.8997,0.020067,2
2.9197,2.0569,1
4.9766,0.010033,2
4.9866,0.090301,2
5.0769,0.060201,2
5.1371,0.26087,1
5.398,0.010033,2
5.408,0.11037,1
5.5184,1.3946,1
6.913,0.050167,2
6.9632,0.89298,1
7.8562,0.050167,1
7.9064,0.090301,2
7.9967,0.010033,1
8.0067,0.040134,2
8.0468,0.1505,1
8.1973,0.020067,2
8.2174,0.10033,1
8.3177,0.35117,2
8.6689,1.1338,1
9.8027,0.44147,2
10.244,0.1204,1
10.365,0.010033,2
10.375,0.010033,1
10.385,0.060201,2
10.445,0.060201,1
10.505,0.49164,2
10.997,0.53177,2
11.528,0.010033,1
11.538,0.020067,2
11.559,2.1773,1
13.736,0.83278,2
14.569,0.080268,1
14.649,0.010033,2
14.659,0.26087,1
14.92,0.020067,2
14.94,0.040134,1
14.98,0,2
14.98,0,1
