1.wav
0,0.13043,1
0.13043,0.020067,2
0.1505,0.070234,1
0.22074,0.020067,2
0.2408,0.010033,1
0.25084,0.010033,2
0.26087,0.010033,1
0.2709,0.010033,2
0.28094,0.010033,1
0.29097,0.050167,2
0.34114,0.25084,1
0.59197,0.1806,2
0.77258,0.040134,1
0.81271,0.090301,2
0.90301,0.010033,1
0.91304,0.020067,2
0.93311,0.020067,1
0.95318,0.010033,2
0.96321,0.070234,1
1.0334,0.010033,2
1.0435,0.050167,1
1.0936,0.050167,2
1.1438,0.010033,1
1.1538,0.56187,2
1.7157,0.2408,2
1.9565,0.020067,1
1.9766,0.050167,2
2.0268,0.020067,1
2.0468,0.010033,2
2.0569,0.010033,1
2.0669,0.56187,2
2.6288,1.1338,1
3.7625,0.020067,2
3.7826,9.01,1
12.793,0.1505,2
12.943,0.070234,1
13.013,0.40134,2
13.415,0.010033,1
13.425,0.19064,2
13.615,0.060201,1
13.676,0.20067,2
13.876,1.1037,1
14.98,0,2
14.98,0,1
