1.wav
0,14.98,1
14.98,0,2
14.98,0,1
10.wav
0,2.9498,1
2.9498,0.070234,2
3.0201,0.010033,1
3.0301,0.040134,2
3.0702,0.050167,1
3.1204,0.040134,2
3.1605,0.11037,1
3.2709,0.010033,2
3.2809,1.1538,1
4.4348,0.29097,2
4.7258,0.020067,1
4.7458,0.1806,2
4.9264,1.0234,1
5.9498,0.010033,2
5.9599,0.050167,1
6.01,0.10033,2
6.1104,0.060201,1
6.1706,0.050167,2
6.2207,8.7592,1
14.98,0,2
14.98,0,1
11.wav
0,14.98,1
14.98,0,2
14.98,0,1
12.wav
0,0.76254,2
0.76254,0.2709,1
1.0334,0.52174,2
1.5552,1.1739,1
2.7291,0.090301,2
2.8194,1.4849,2
4.3043,0.301,1
4.6054,0.78261,2
5.388,0.35117,1
5.7391,0.61204,2
6.3512,0.040134,1
6.3913,0.050167,2
6.4415,0.070234,1
6.5117,0.050167,2
6.5619,0.95318,1
7.5151,1.1137,2
8.6288,0.84281,1
9.4716,0.10033,2
9.5719,1.3445,1
10.916,0.1204,2
11.037,0.10033,2
11.137,0.050167,2
11.187,0.3311,1
11.518,3.4615,1
14.98,0,2
14.98,0,1
13.wav
0,7.2742,1
7.2742,0.040134,2
7.3144,0.56187,1
7.8763,0.020067,2
7.8963,0.25084,1
8.1472,0.040134,2
8.1873,0.20067,1
8.388,0.010033,2
8.398,0.010033,1
8.408,0.050167,2
8.4582,2.5786,1
11.037,0.010033,2
11.047,3.9331,1
14.98,0,2
14.98,0,1
14.wav
0,1.7258,1
1.7258,0.32107,1
2.0468,0.020067,2
2.0669,0.010033,1
2.0769,0.020067,2
2.097,8.99,1
11.087,0.010033,2
11.097,0.1806,1
11.278,0.010033,2
11.288,3.1003,1
14.388,0.040134,2
14.428,0.55184,1
14.98,0,2
14.98,0,1
15.wav
0,6.1706,1
6.1706,0.050167,2
6.2207,0.070234,2
6.291,0.060201,1
6.3512,0.040134,2
6.3913,3.301,1
9.6923,0.040134,1
9.7324,0.010033,2
9.7425,0.77258,1
10.515,0.68227,2
11.197,1.5351,1
12.732,0.080268,2
12.813,2.1672,1
14.98,0,2
14.98,0,1
16.wav
0,7.6756,1
7.6756,0.050167,2
7.7258,0.050167,1
7.7759,1.3746,2
9.1505,0.49164,1
9.6421,0.1204,2
9.7625,0.070234,1
9.8328,0.010033,2
9.8428,2.6288,1
12.472,0.010033,2
12.482,0.010033,1
12.492,0.020067,2
12.512,0.38127,1
12.893,0.35117,1
13.244,0.020067,2
13.264,0.090301,1
13.355,0.090301,1
13.445,0.010033,2
13.455,0.090301,1
13.545,0.040134,2
13.585,0.060201,1
13.645,0.060201,2
13.706,1.2742,1
14.98,0,2
14.98,0,1
17.wav
0,14.98,1
14.98,0,2
14.98,0,1
18.wav
0,0.1505,1
0.1505,0.020067,2
0.17057,0.040134,1
0.2107,0.050167,2
0.26087,2.4682,1
2.7291,0.020067,2
2.7492,0.020067,1
2.7692,0.3612,2
3.1304,0.020067,1
3.1505,0.020067,2
3.1706,0.040134,2
3.2107,0.070234,1
3.2809,0.29097,2
3.5719,0.010033,1
3.5819,0.070234,2
3.6522,0.26087,1
3.913,0.020067,2
3.9331,0.050167,1
3.9833,0.020067,2
4.0033,0.050167,1
4.0535,0.1505,2
4.204,0.010033,1
4.214,0.010033,2
4.2241,0.020067,1
4.2441,0.040134,2
4.2843,0.16054,1
4.4448,0.4214,2
4.8662,0.64214,1
5.5084,0.010033,2
5.5184,0.040134,1
5.5585,0.87291,2
6.4314,0.23077,1
6.6622,0.050167,2
6.7124,0.040134,1
6.7525,0.1204,2
6.8729,0.1505,1
7.0234,0.14047,2
7.1639,0.1806,2
7.3445,0.080268,1
7.4247,0.1505,2
7.5753,0.34114,2
7.9164,0.060201,1
7.9766,0.96321,2
8.9398,0.010033,1
8.9498,0.010033,2
8.9599,2.1271,1
11.087,0.050167,2
11.137,0.040134,1
11.177,0.080268,2
11.258,0.91304,1
12.171,0.020067,2
12.191,0.040134,1
12.231,0.020067,2
12.251,0.050167,1
12.301,0.040134,2
12.341,0.040134,1
12.381,0.61204,2
12.993,0.53177,1
13.525,0.060201,2
13.585,0.010033,1
13.595,1.0435,2
14.639,0.13043,1
14.769,0.2107,2
14.98,0,2
19.wav
0,0.080268,1
0.080268,0.1204,2
0.20067,0.050167,1
0.25084,0.070234,2
0.32107,1.204,2
1.5251,0.010033,1
1.5351,0.050167,2
1.5853,0.10033,1
1.6856,0.090301,2
1.7759,0.040134,1
1.8161,0.040134,2
1.8562,1.4749,1
3.3311,0.2408,2
3.5719,0.3311,1
3.903,0.040134,2
3.9431,0.060201,1
4.0033,0.1204,2
4.1237,0.040134,1
4.1639,0.060201,2
4.2241,0.85284,1
5.0769,0.14047,2
5.2174,0.35117,1
5.5686,0.20067,2
5.7692,0.11037,1
5.8796,0.010033,2
5.8896,0.2408,1
6.1304,0.26087,2
6.3913,0.10033,2
6.4916,2.9498,1
9.4415,0.010033,2
9.4515,0.050167,1
9.5017,0.2408,2
9.7425,0.010033,1
9.7525,0.1204,2
9.8729,0.080268,1
9.9532,0.2709,2
10.224,0.060201,1
10.284,0.040134,2
10.324,1.4147,1
11.739,0.050167,2
11.789,0.020067,1
11.809,0.080268,1
11.89,0.040134,2
11.93,2.1873,1
14.117,0.010033,2
14.127,0.1505,1
14.278,0.020067,2
14.298,0.1505,1
14.448,0.020067,2
14.468,0.080268,2
14.548,0.43144,1
14.98,0,2
14.98,0,1
2.wav
0,0.17057,2
0.17057,0.040134,1
0.2107,0.040134,2
0.25084,0.41137,1
0.66221,0.10033,2
0.76254,0.040134,1
0.80268,0.050167,2
0.85284,0.050167,1
0.90301,0.080268,1
0.98328,0.040134,2
1.0234,2.4482,1
3.4716,0.040134,2
3.5117,0.010033,1
3.5217,0.13043,2
3.6522,0.040134,1
3.6923,0.040134,2
3.7324,2.2274,1
5.9599,0.010033,2
5.9699,0.71237,1
6.6823,0.29097,1
6.9732,0.010033,2
6.9833,0.050167,1
7.0334,0.020067,2
7.0535,0.020067,1
7.0736,0.010033,2
7.0836,0.020067,1
7.1037,0.53177,1
7.6355,0.11037,2
7.7458,0.11037,2
7.8562,0.040134,1
7.8963,0.10033,2
7.9967,0.11037,1
8.107,0.010033,2
8.1171,0.16054,1
8.2776,0.010033,2
8.2876,6.6923,1
14.98,0,2
14.98,0,1
20.wav
0,1.1438,1
1.1438,0.020067,2
1.1639,0.060201,2
1.2241,0.010033,1
1.2341,0.020067,2
1.2542,0.16054,1
1.4147,0.010033,2
1.4247,0.1806,1
1.6054,0.51171,1
2.1171,0.010033,2
2.1271,0.67224,1
2.7993,0.010033,2
2.8094,4.6656,1
7.4749,0.080268,1
7.5552,0.040134,2
7.5953,0.070234,1
7.6656,0.020067,2
7.6856,0.10033,1
7.786,0.86288,1
8.6488,0.050167,2
8.699,0.070234,1
8.7692,0.020067,2
8.7893,0.70234,1
9.4916,0.060201,2
9.5518,4.6656,1
14.217,0.060201,2
14.278,0.020067,1
14.298,0.32107,2
14.619,0.3612,1
14.98,0,2
14.98,0,1
3.wav
0,4.4348,1
4.4348,0.52174,2
4.9565,0.010033,1
4.9666,0.010033,2
4.9766,0.070234,1
5.0468,5.388,1
10.435,4.5452,1
14.98,0,2
14.98,0,1
4.wav
0,13.625,1
13.625,0.070234,2
13.696,0.040134,1
13.736,0.080268,2
13.816,1.1639,1
14.98,0,2
14.98,0,1
5.wav
0,14.98,1
14.98,0,2
14.98,0,1
6.wav
0,2.5886,1
2.5886,0.11037,2
2.699,0.050167,1
2.7492,0.26087,2
3.01,0.010033,1
3.0201,0.010033,2
3.0301,0.090301,1
3.1204,0.090301,2
3.2107,0.010033,1
3.2207,0.050167,1
3.2709,0.14047,2
3.4114,0.020067,1
3.4314,0.080268,2
3.5117,0.301,1
3.8127,0.11037,2
3.9231,0.11037,1
4.0334,3.2207,1
7.2542,0.050167,2
7.3043,0.090301,1
7.3946,1.7458,1
9.1405,0.010033,2
9.1505,0.010033,1
9.1605,0.020067,2
9.1806,0.020067,1
9.2007,0.060201,2
9.2609,0.040134,1
9.301,0.040134,2
9.3411,0.050167,1
9.3913,0.10033,2
9.4916,0.070234,1
9.5619,0.040134,2
9.602,5.3779,1
14.98,0,2
14.98,0,1
7.wav
0,8.0468,1
8.0468,0.050167,2
8.097,0.020067,1
8.1171,0.040134,2
8.1572,0.070234,1
8.2274,0.050167,2
