3.wav
0,0.38127,1
0.38127,0.78261,2
1.1639,0.1204,1
1.2843,0.010033,2
1.2943,0.11037,1
1.4047,0.060201,2
1.4649,0.010033,1
1.4749,0.070234,2
1.5452,0.65217,2
2.1973,1.2943,2
3.4916,0.050167,1
3.5418,0.20067,2
3.7425,0.040134,1
3.7826,0.090301,2
3.8729,0.040134,1
3.913,0.85284,2
4.7659,0.2107,1
4.9766,0.050167,2
5.0268,0.060201,1
5.087,0.28094,2
5.3679,0.010033,1
5.3779,0.070234,2
5.4482,0.68227,1
6.1304,0.16054,1
6.291,1.8662,2
8.1572,0.11037,1
8.2676,0.040134,2
8.3077,0.080268,1
8.388,0.91304,2
9.301,0.010033,1
9.311,0.010033,2
9.3211,0.050167,1
9.3712,0.070234,2
9.4415,0.080268,2
9.5217,0.050167,1
9.5719,0.10033,1
9.6722,0.020067,2
9.6923,0.1505,1
9.8428,0.11037,2
9.9532,0.080268,2
10.033,0.010033,1
10.043,0.090301,2
10.134,0.040134,1
10.174,0.010033,2
10.184,0.010033,1
10.194,0.010033,2
10.204,0.070234,1
10.274,0.3311,2
10.605,0.010033,1
10.615,0.010033,2
10.625,0.010033,1
10.635,0.050167,2
10.686,0.13043,2
10.816,0.020067,1
10.836,1.3846,2
12.221,0.010033,1
12.231,0.32107,2
12.552,0.020067,1
12.572,0.19064,2
12.763,0.45151,1
13.214,1.0234,2
14.237,0.020067,1
14.258,0.070234,1
14.328,0.65217,2
14.98,0,2
